value,theta,probability,alternatives,prior_distribution,cost_of_adjective,utterance,speaker_lambda
0.53,0.05,0.00004035829208689502,pos_neg_null,normal,6,adjective,5
0.53,0.04,0.00004035808795917971,pos_neg_null,normal,6,adjective,5
0.53,0.03,0.000040357959740028125,pos_neg_null,normal,6,adjective,5
0.53,0.02,0.000040357880002699935,pos_neg_null,normal,6,adjective,5
0.53,0.01,0.000040357830908744384,pos_neg_null,normal,6,adjective,5
0.53,0,0.00005356716207339569,pos_neg_null,normal,6,adjective,5
0.46,0.46,0.00019954956428063194,pos_neg_null,normal,6,adjective,5
0.46,0.45,0.0002152029057888553,pos_neg_null,normal,6,adjective,5
0.46,0.44,0.00017152353020199895,pos_neg_null,normal,6,adjective,5
0.46,0.43,0.00013986922120080587,pos_neg_null,normal,6,adjective,5
0.46,0.42,0.00011655378154767722,pos_neg_null,normal,6,adjective,5
0.46,0.41,0.00009912261090700016,pos_neg_null,normal,6,adjective,5
0.46,0.4,0.00008591480221751241,pos_neg_null,normal,6,adjective,5
0.46,0.39,0.00007578822837952411,pos_neg_null,normal,6,adjective,5
0.46,0.38,0.00006794483530576881,pos_neg_null,normal,6,adjective,5
0.46,0.37,0.00006181812337561808,pos_neg_null,normal,6,adjective,5
0.46,0.36,0.00005699967466536704,pos_neg_null,normal,6,adjective,5
0.46,0.35,0.00005319051282751658,pos_neg_null,normal,6,adjective,5
0.46,0.34,0.000050168470348768754,pos_neg_null,normal,6,adjective,5
0.46,0.33,0.00004776601607674325,pos_neg_null,normal,6,adjective,5
0.46,0.32,0.000045855010786141024,pos_neg_null,normal,6,adjective,5
0.46,0.31,0.000044336110853277076,pos_neg_null,normal,6,adjective,5
